Timestamp,ArrayId,SensorId,SensorType,Value,Unit,Quality
2025-12-01T14:00:00,CESTAS-PV-04,SN-CESTAS-04-IRR,Irradiance,820,W/m2,Good
2025-12-01T14:00:00,CESTAS-PV-04,SN-CESTAS-04-TMP,ModuleTemp,49,degC,Good
2025-12-01T14:00:00,CESTAS-PV-04,SN-CESTAS-04-INV,InverterLoad,67.2,pct,Good
2025-12-01T10:00:00,CESTAS-PV-05,SN-CESTAS-05-PWR,AcPower,20910,kW,Good
2025-12-01T10:00:00,CESTAS-PV-05,SN-CESTAS-05-IRR,Irradiance,680,W/m2,Good
2025-12-01T10:00:00,CESTAS-PV-05,SN-CESTAS-05-TMP,ModuleTemp,40,degC,Good
2025-12-01T10:00:00,CESTAS-PV-05,SN-CESTAS-05-INV,InverterLoad,55.8,pct,Good
2025-12-01T12:00:00,CESTAS-PV-05,SN-CESTAS-05-PWR,AcPower,29212.5,kW,Good
2025-12-01T12:00:00,CESTAS-PV-05,SN-CESTAS-05-IRR,Irradiance,950,W/m2,Good
2025-12-01T12:00:00,CESTAS-PV-05,SN-CESTAS-05-TMP,ModuleTemp,52,degC,Good
2025-12-01T12:00:00,CESTAS-PV-05,SN-CESTAS-05-INV,InverterLoad,77.9,pct,Good
2025-12-01T14:00:00,CESTAS-PV-05,SN-CESTAS-05-PWR,AcPower,25215,kW,Good
2025-12-01T14:00:00,CESTAS-PV-05,SN-CESTAS-05-IRR,Irradiance,820,W/m2,Good
2025-12-01T14:00:00,CESTAS-PV-05,SN-CESTAS-05-TMP,ModuleTemp,49,degC,Good
2025-12-01T14:00:00,CESTAS-PV-05,SN-CESTAS-05-INV,InverterLoad,67.2,pct,Good
2025-12-01T10:00:00,CESTAS-PV-06,SN-CESTAS-06-PWR,AcPower,20910,kW,Good
2025-12-01T10:00:00,CESTAS-PV-06,SN-CESTAS-06-IRR,Irradiance,680,W/m2,Good
2025-12-01T10:00:00,CESTAS-PV-06,SN-CESTAS-06-TMP,ModuleTemp,40,degC,Good
2025-12-01T10:00:00,CESTAS-PV-06,SN-CESTAS-06-INV,InverterLoad,55.8,pct,Good
2025-12-01T12:00:00,CESTAS-PV-06,SN-CESTAS-06-PWR,AcPower,29212.5,kW,Good
2025-12-01T12:00:00,CESTAS-PV-06,SN-CESTAS-06-IRR,Irradiance,950,W/m2,Good
2025-12-01T12:00:00,CESTAS-PV-06,SN-CESTAS-06-TMP,ModuleTemp,52,degC,Good
2025-12-01T12:00:00,CESTAS-PV-06,SN-CESTAS-06-INV,InverterLoad,77.9,pct,Good
2025-12-01T14:00:00,CESTAS-PV-06,SN-CESTAS-06-PWR,AcPower,25215,kW,Good
2025-12-01T14:00:00,CESTAS-PV-06,SN-CESTAS-06-IRR,Irradiance,820,W/m2,Good
2025-12-01T14:00:00,CESTAS-PV-06,SN-CESTAS-06-TMP,ModuleTemp,49,degC,Good
2025-12-01T14:00:00,CESTAS-PV-06,SN-CESTAS-06-INV,InverterLoad,67.2,pct,Good
2025-12-01T10:00:00,CESTAS-PV-07,SN-CESTAS-07-PWR,AcPower,20910,kW,Good
2025-12-01T10:00:00,CESTAS-PV-07,SN-CESTAS-07-IRR,Irradiance,680,W/m2,Good
2025-12-01T10:00:00,CESTAS-PV-07,SN-CESTAS-07-TMP,ModuleTemp,40,degC,Good
2025-12-01T10:00:00,CESTAS-PV-07,SN-CESTAS-07-INV,InverterLoad,55.8,pct,Good
2025-12-01T12:00:00,CESTAS-PV-07,SN-CESTAS-07-PWR,AcPower,29212.5,kW,Good
2025-12-01T12:00:00,CESTAS-PV-07,SN-CESTAS-07-IRR,Irradiance,950,W/m2,Good
2025-12-01T12:00:00,CESTAS-PV-07,SN-CESTAS-07-TMP,ModuleTemp,52,degC,Good
2025-12-01T12:00:00,CESTAS-PV-07,SN-CESTAS-07-INV,InverterLoad,77.9,pct,Good
2025-12-01T14:00:00,CESTAS-PV-07,SN-CESTAS-07-PWR,AcPower,25215,kW,Good
2025-12-01T14:00:00,CESTAS-PV-07,SN-CESTAS-07-IRR,Irradiance,820,W/m2,Good
2025-12-01T14:00:00,CESTAS-PV-07,SN-CESTAS-07-TMP,ModuleTemp,49,degC,Good
2025-12-01T14:00:00,CESTAS-PV-07,SN-CESTAS-07-INV,InverterLoad,67.2,pct,Good
2025-12-01T10:00:00,CESTAS-PV-08,SN-CESTAS-08-PWR,AcPower,20910,kW,Good
2025-12-01T10:00:00,CESTAS-PV-08,SN-CESTAS-08-IRR,Irradiance,680,W/m2,Good
2025-12-01T10:00:00,CESTAS-PV-08,SN-CESTAS-08-TMP,ModuleTemp,40,degC,Good
2025-12-01T10:00:00,CESTAS-PV-08,SN-CESTAS-08-INV,InverterLoad,55.8,pct,Good
2025-12-01T12:00:00,CESTAS-PV-08,SN-CESTAS-08-PWR,AcPower,29212.5,kW,Good
2025-12-01T12:00:00,CESTAS-PV-08,SN-CESTAS-08-IRR,Irradiance,950,W/m2,Good
2025-12-01T12:00:00,CESTAS-PV-08,SN-CESTAS-08-TMP,ModuleTemp,52,degC,Good
2025-12-01T12:00:00,CESTAS-PV-08,SN-CESTAS-08-INV,InverterLoad,77.9,pct,Good
2025-12-01T14:00:00,CESTAS-PV-08,SN-CESTAS-08-PWR,AcPower,25215,kW,Good
2025-12-01T14:00:00,CESTAS-PV-08,SN-CESTAS-08-IRR,Irradiance,820,W/m2,Good
2025-12-01T14:00:00,CESTAS-PV-08,SN-CESTAS-08-TMP,ModuleTemp,49,degC,Good
2025-12-01T14:00:00,CESTAS-PV-08,SN-CESTAS-08-INV,InverterLoad,67.2,pct,Good
2025-12-01T10:00:00,MARVILLE-PV-01,SN-MARVILLE-01-PWR,AcPower,12107.9,kW,Good
2025-12-01T10:00:00,MARVILLE-PV-01,SN-MARVILLE-01-IRR,Irradiance,680,W/m2,Good
2025-12-01T10:00:00,MARVILLE-PV-01,SN-MARVILLE-01-TMP,ModuleTemp,40,degC,Good
2025-12-01T10:00:00,MARVILLE-PV-01,SN-MARVILLE-01-INV,InverterLoad,55.8,pct,Good
2025-12-01T12:00:00,MARVILLE-PV-01,SN-MARVILLE-01-PWR,AcPower,16915.4,kW,Good
2025-12-01T12:00:00,MARVILLE-PV-01,SN-MARVILLE-01-IRR,Irradiance,950,W/m2,Good
2025-12-01T12:00:00,MARVILLE-PV-01,SN-MARVILLE-01-TMP,ModuleTemp,52,degC,Good
2025-12-01T12:00:00,MARVILLE-PV-01,SN-MARVILLE-01-INV,InverterLoad,77.9,pct,Good
2025-12-01T14:00:00,MARVILLE-PV-01,SN-MARVILLE-01-PWR,AcPower,14600.7,kW,Good
2025-12-01T14:00:00,MARVILLE-PV-01,SN-MARVILLE-01-IRR,Irradiance,820,W/m2,Good
2025-12-01T14:00:00,MARVILLE-PV-01,SN-MARVILLE-01-TMP,ModuleTemp,49,degC,Good
2025-12-01T14:00:00,MARVILLE-PV-01,SN-MARVILLE-01-INV,InverterLoad,67.2,pct,Good
2025-12-01T10:00:00,MARVILLE-PV-02,SN-MARVILLE-02-PWR,AcPower,12107.9,kW,Good
2025-12-01T10:00:00,MARVILLE-PV-02,SN-MARVILLE-02-IRR,Irradiance,680,W/m2,Good
2025-12-01T10:00:00,MARVILLE-PV-02,SN-MARVILLE-02-TMP,ModuleTemp,40,degC,Good
2025-12-01T10:00:00,MARVILLE-PV-02,SN-MARVILLE-02-INV,InverterLoad,55.8,pct,Good
2025-12-01T12:00:00,MARVILLE-PV-02,SN-MARVILLE-02-PWR,AcPower,16915.4,kW,Good
2025-12-01T12:00:00,MARVILLE-PV-02,SN-MARVILLE-02-IRR,Irradiance,950,W/m2,Good
2025-12-01T12:00:00,MARVILLE-PV-02,SN-MARVILLE-02-TMP,ModuleTemp,52,degC,Good
2025-12-01T12:00:00,MARVILLE-PV-02,SN-MARVILLE-02-INV,InverterLoad,77.9,pct,Good
2025-12-01T14:00:00,MARVILLE-PV-02,SN-MARVILLE-02-PWR,AcPower,14600.7,kW,Good
2025-12-01T14:00:00,MARVILLE-PV-02,SN-MARVILLE-02-IRR,Irradiance,820,W/m2,Good
2025-12-01T14:00:00,MARVILLE-PV-02,SN-MARVILLE-02-TMP,ModuleTemp,49,degC,Good
2025-12-01T14:00:00,MARVILLE-PV-02,SN-MARVILLE-02-INV,InverterLoad,67.2,pct,Good
2025-12-01T10:00:00,MARVILLE-PV-03,SN-MARVILLE-03-PWR,AcPower,12107.9,kW,Good
2025-12-01T10:00:00,MARVILLE-PV-03,SN-MARVILLE-03-IRR,Irradiance,680,W/m2,Good
2025-12-01T10:00:00,MARVILLE-PV-03,SN-MARVILLE-03-TMP,ModuleTemp,40,degC,Good
2025-12-01T10:00:00,MARVILLE-PV-03,SN-MARVILLE-03-INV,InverterLoad,55.8,pct,Good
2025-12-01T12:00:00,MARVILLE-PV-03,SN-MARVILLE-03-PWR,AcPower,16915.4,kW,Good
2025-12-01T12:00:00,MARVILLE-PV-03,SN-MARVILLE-03-IRR,Irradiance,950,W/m2,Good
2025-12-01T12:00:00,MARVILLE-PV-03,SN-MARVILLE-03-TMP,ModuleTemp,52,degC,Good
2025-12-01T12:00:00,MARVILLE-PV-03,SN-MARVILLE-03-INV,InverterLoad,77.9,pct,Good
2025-12-01T14:00:00,MARVILLE-PV-03,SN-MARVILLE-03-PWR,AcPower,14600.7,kW,Good
2025-12-01T14:00:00,MARVILLE-PV-03,SN-MARVILLE-03-IRR,Irradiance,820,W/m2,Good
2025-12-01T14:00:00,MARVILLE-PV-03,SN-MARVILLE-03-TMP,ModuleTemp,49,degC,Good
2025-12-01T14:00:00,MARVILLE-PV-03,SN-MARVILLE-03-INV,InverterLoad,67.2,pct,Good
2025-12-01T10:00:00,MARVILLE-PV-04,SN-MARVILLE-04-PWR,AcPower,12107.9,kW,Good
2025-12-01T10:00:00,MARVILLE-PV-04,SN-MARVILLE-04-IRR,Irradiance,680,W/m2,Good
2025-12-01T10:00:00,MARVILLE-PV-04,SN-MARVILLE-04-TMP,ModuleTemp,40,degC,Good
2025-12-01T10:00:00,MARVILLE-PV-04,SN-MARVILLE-04-INV,InverterLoad,55.8,pct,Good
2025-12-01T12:00:00,MARVILLE-PV-04,SN-MARVILLE-04-PWR,AcPower,16915.4,kW,Good
2025-12-01T12:00:00,MARVILLE-PV-04,SN-MARVILLE-04-IRR,Irradiance,950,W/m2,Good
2025-12-01T12:00:00,MARVILLE-PV-04,SN-MARVILLE-04-TMP,ModuleTemp,52,degC,Good
2025-12-01T12:00:00,MARVILLE-PV-04,SN-MARVILLE-04-INV,InverterLoad,77.9,pct,Good
2025-12-01T14:00:00,MARVILLE-PV-04,SN-MARVILLE-04-PWR,AcPower,14600.7,kW,Good
2025-12-01T14:00:00,MARVILLE-PV-04,SN-MARVILLE-04-IRR,Irradiance,820,W/m2,Good
2025-12-01T14:00:00,MARVILLE-PV-04,SN-MARVILLE-04-TMP,ModuleTemp,49,degC,Good
2025-12-01T14:00:00,MARVILLE-PV-04,SN-MARVILLE-04-INV,InverterLoad,67.2,pct,Good
2025-12-01T10:00:00,MARVILLE-PV-05,SN-MARVILLE-05-PWR,AcPower,12107.9,kW,Good
2025-12-01T10:00:00,MARVILLE-PV-05,SN-MARVILLE-05-IRR,Irradiance,680,W/m2,Good
2025-12-01T10:00:00,MARVILLE-PV-05,SN-MARVILLE-05-TMP,ModuleTemp,40,degC,Good
2025-12-01T10:00:00,MARVILLE-PV-05,SN-MARVILLE-05-INV,InverterLoad,55.8,pct,Good
2025-12-01T12:00:00,MARVILLE-PV-05,SN-MARVILLE-05-PWR,AcPower,16915.4,kW,Good
2025-12-01T12:00:00,MARVILLE-PV-05,SN-MARVILLE-05-IRR,Irradiance,950,W/m2,Good
2025-12-01T12:00:00,MARVILLE-PV-05,SN-MARVILLE-05-TMP,ModuleTemp,52,degC,Good
2025-12-01T12:00:00,MARVILLE-PV-05,SN-MARVILLE-05-INV,InverterLoad,77.9,pct,Good
2025-12-01T14:00:00,MARVILLE-PV-05,SN-MARVILLE-05-PWR,AcPower,14600.7,kW,Good
2025-12-01T14:00:00,MARVILLE-PV-05,SN-MARVILLE-05-IRR,Irradiance,820,W/m2,Good
2025-12-01T14:00:00,MARVILLE-PV-05,SN-MARVILLE-05-TMP,ModuleTemp,49,degC,Good
2025-12-01T14:00:00,MARVILLE-PV-05,SN-MARVILLE-05-INV,InverterLoad,67.2,pct,Good
2025-12-01T10:00:00,MARVILLE-PV-06,SN-MARVILLE-06-PWR,AcPower,12107.9,kW,Good
2025-12-01T10:00:00,MARVILLE-PV-06,SN-MARVILLE-06-IRR,Irradiance,680,W/m2,Good
2025-12-01T10:00:00,MARVILLE-PV-06,SN-MARVILLE-06-TMP,ModuleTemp,40,degC,Good
2025-12-01T10:00:00,MARVILLE-PV-06,SN-MARVILLE-06-INV,InverterLoad,55.8,pct,Good
2025-12-01T12:00:00,MARVILLE-PV-06,SN-MARVILLE-06-PWR,AcPower,16915.4,kW,Good
2025-12-01T12:00:00,MARVILLE-PV-06,SN-MARVILLE-06-IRR,Irradiance,950,W/m2,Good
2025-12-01T12:00:00,MARVILLE-PV-06,SN-MARVILLE-06-TMP,ModuleTemp,52,degC,Good
2025-12-01T12:00:00,MARVILLE-PV-06,SN-MARVILLE-06-INV,InverterLoad,77.9,pct,Good
2025-12-01T14:00:00,MARVILLE-PV-06,SN-MARVILLE-06-PWR,AcPower,14600.7,kW,Good
2025-12-01T14:00:00,MARVILLE-PV-06,SN-MARVILLE-06-IRR,Irradiance,820,W/m2,Good
2025-12-01T14:00:00,MARVILLE-PV-06,SN-MARVILLE-06-TMP,ModuleTemp,49,degC,Good
2025-12-01T14:00:00,MARVILLE-PV-06,SN-MARVILLE-06-INV,InverterLoad,67.2,pct,Good
2025-12-01T10:00:00,MARVILLE-PV-07,SN-MARVILLE-07-PWR,AcPower,12107.9,kW,Good
2025-12-01T10:00:00,MARVILLE-PV-07,SN-MARVILLE-07-IRR,Irradiance,680,W/m2,Good
2025-12-01T10:00:00,MARVILLE-PV-07,SN-MARVILLE-07-TMP,ModuleTemp,40,degC,Good
2025-12-01T10:00:00,MARVILLE-PV-07,SN-MARVILLE-07-INV,InverterLoad,55.8,pct,Good
2025-12-01T12:00:00,MARVILLE-PV-07,SN-MARVILLE-07-PWR,AcPower,16915.4,kW,Good
2025-12-01T12:00:00,MARVILLE-PV-07,SN-MARVILLE-07-IRR,Irradiance,950,W/m2,Good
2025-12-01T12:00:00,MARVILLE-PV-07,SN-MARVILLE-07-TMP,ModuleTemp,52,degC,Good
2025-12-01T12:00:00,MARVILLE-PV-07,SN-MARVILLE-07-INV,InverterLoad,77.9,pct,Good
2025-12-01T14:00:00,MARVILLE-PV-07,SN-MARVILLE-07-PWR,AcPower,14600.7,kW,Good
2025-12-01T14:00:00,MARVILLE-PV-07,SN-MARVILLE-07-IRR,Irradiance,820,W/m2,Good
2025-12-01T14:00:00,MARVILLE-PV-07,SN-MARVILLE-07-TMP,ModuleTemp,49,degC,Good
2025-12-01T14:00:00,MARVILLE-PV-07,SN-MARVILLE-07-INV,InverterLoad,67.2,pct,Good
2025-12-01T10:00:00,TOUL-PV-01,SN-TOUL-01-PWR,AcPower,10687.4,kW,Good
2025-12-01T10:00:00,TOUL-PV-01,SN-TOUL-01-IRR,Irradiance,680,W/m2,Good
2025-12-01T10:00:00,TOUL-PV-01,SN-TOUL-01-TMP,ModuleTemp,40,degC,Good
2025-12-01T10:00:00,TOUL-PV-01,SN-TOUL-01-INV,InverterLoad,55.8,pct,Good
2025-12-01T12:00:00,TOUL-PV-01,SN-TOUL-01-PWR,AcPower,14930.9,kW,Good
2025-12-01T12:00:00,TOUL-PV-01,SN-TOUL-01-IRR,Irradiance,950,W/m2,Good
2025-12-01T12:00:00,TOUL-PV-01,SN-TOUL-01-TMP,ModuleTemp,52,degC,Good
2025-12-01T12:00:00,TOUL-PV-01,SN-TOUL-01-INV,InverterLoad,77.9,pct,Good
2025-12-01T14:00:00,TOUL-PV-01,SN-TOUL-01-PWR,AcPower,12887.7,kW,Good
2025-12-01T14:00:00,TOUL-PV-01,SN-TOUL-01-IRR,Irradiance,820,W/m2,Good
2025-12-01T14:00:00,TOUL-PV-01,SN-TOUL-01-TMP,ModuleTemp,49,degC,Good
2025-12-01T14:00:00,TOUL-PV-01,SN-TOUL-01-INV,InverterLoad,67.2,pct,Good
2025-12-01T10:00:00,TOUL-PV-02,SN-TOUL-02-PWR,AcPower,10687.4,kW,Good
2025-12-01T10:00:00,TOUL-PV-02,SN-TOUL-02-IRR,Irradiance,680,W/m2,Good
2025-12-01T10:00:00,TOUL-PV-02,SN-TOUL-02-TMP,ModuleTemp,40,degC,Good
2025-12-01T10:00:00,TOUL-PV-02,SN-TOUL-02-INV,InverterLoad,55.8,pct,Good
2025-12-01T12:00:00,TOUL-PV-02,SN-TOUL-02-PWR,AcPower,14930.9,kW,Good
2025-12-01T12:00:00,TOUL-PV-02,SN-TOUL-02-IRR,Irradiance,950,W/m2,Good
2025-12-01T12:00:00,TOUL-PV-02,SN-TOUL-02-TMP,ModuleTemp,52,degC,Good
2025-12-01T12:00:00,TOUL-PV-02,SN-TOUL-02-INV,InverterLoad,77.9,pct,Good
2025-12-01T14:00:00,TOUL-PV-02,SN-TOUL-02-PWR,AcPower,12887.7,kW,Good
2025-12-01T14:00:00,TOUL-PV-02,SN-TOUL-02-IRR,Irradiance,820,W/m2,Good
2025-12-01T14:00:00,TOUL-PV-02,SN-TOUL-02-TMP,ModuleTemp,49,degC,Good
2025-12-01T14:00:00,TOUL-PV-02,SN-TOUL-02-INV,InverterLoad,67.2,pct,Good
2025-12-01T10:00:00,TOUL-PV-03,SN-TOUL-03-PWR,AcPower,10687.4,kW,Good
2025-12-01T10:00:00,TOUL-PV-03,SN-TOUL-03-IRR,Irradiance,680,W/m2,Good
2025-12-01T10:00:00,TOUL-PV-03,SN-TOUL-03-TMP,ModuleTemp,40,degC,Good
2025-12-01T10:00:00,TOUL-PV-03,SN-TOUL-03-INV,InverterLoad,55.8,pct,Good
2025-12-01T12:00:00,TOUL-PV-03,SN-TOUL-03-PWR,AcPower,14930.9,kW,Good
2025-12-01T12:00:00,TOUL-PV-03,SN-TOUL-03-IRR,Irradiance,950,W/m2,Good
2025-12-01T12:00:00,TOUL-PV-03,SN-TOUL-03-TMP,ModuleTemp,52,degC,Good
2025-12-01T12:00:00,TOUL-PV-03,SN-TOUL-03-INV,InverterLoad,77.9,pct,Good
2025-12-01T14:00:00,TOUL-PV-03,SN-TOUL-03-PWR,AcPower,12887.7,kW,Good
2025-12-01T14:00:00,TOUL-PV-03,SN-TOUL-03-IRR,Irradiance,820,W/m2,Good
2025-12-01T14:00:00,TOUL-PV-03,SN-TOUL-03-TMP,ModuleTemp,49,degC,Good
2025-12-01T14:00:00,TOUL-PV-03,SN-TOUL-03-INV,InverterLoad,67.2,pct,Good
2025-12-01T10:00:00,TOUL-PV-04,SN-TOUL-04-PWR,AcPower,10687.4,kW,Good
2025-12-01T10:00:00,TOUL-PV-04,SN-TOUL-04-IRR,Irradiance,680,W/m2,Good
2025-12-01T10:00:00,TOUL-PV-04,SN-TOUL-04-TMP,ModuleTemp,40,degC,Good
2025-12-01T10:00:00,TOUL-PV-04,SN-TOUL-04-INV,InverterLoad,55.8,pct,Good
2025-12-01T12:00:00,TOUL-PV-04,SN-TOUL-04-PWR,AcPower,14930.9,kW,Good
2025-12-01T12:00:00,TOUL-PV-04,SN-TOUL-04-IRR,Irradiance,950,W/m2,Good
2025-12-01T12:00:00,TOUL-PV-04,SN-TOUL-04-TMP,ModuleTemp,52,degC,Good
2025-12-01T12:00:00,TOUL-PV-04,SN-TOUL-04-INV,InverterLoad,77.9,pct,Good
2025-12-01T14:00:00,TOUL-PV-04,SN-TOUL-04-PWR,AcPower,12887.7,kW,Good
2025-12-01T14:00:00,TOUL-PV-04,SN-TOUL-04-IRR,Irradiance,820,W/m2,Good
2025-12-01T14:00:00,TOUL-PV-04,SN-TOUL-04-TMP,ModuleTemp,49,degC,Good
2025-12-01T14:00:00,TOUL-PV-04,SN-TOUL-04-INV,InverterLoad,67.2,pct,Good
2025-12-01T10:00:00,TOUL-PV-05,SN-TOUL-05-PWR,AcPower,10687.4,kW,Good
2025-12-01T10:00:00,TOUL-PV-05,SN-TOUL-05-IRR,Irradiance,680,W/m2,Good
2025-12-01T10:00:00,TOUL-PV-05,SN-TOUL-05-TMP,ModuleTemp,40,degC,Good
2025-12-01T10:00:00,TOUL-PV-05,SN-TOUL-05-INV,InverterLoad,55.8,pct,Good
2025-12-01T12:00:00,TOUL-PV-05,SN-TOUL-05-PWR,AcPower,14930.9,kW,Good
2025-12-01T12:00:00,TOUL-PV-05,SN-TOUL-05-IRR,Irradiance,950,W/m2,Good
2025-12-01T12:00:00,TOUL-PV-05,SN-TOUL-05-TMP,ModuleTemp,52,degC,Good
2025-12-01T12:00:00,TOUL-PV-05,SN-TOUL-05-INV,InverterLoad,77.9,pct,Good
2025-12-01T14:00:00,TOUL-PV-05,SN-TOUL-05-PWR,AcPower,12887.7,kW,Good
2025-12-01T14:00:00,TOUL-PV-05,SN-TOUL-05-IRR,Irradiance,820,W/m2,Good
2025-12-01T14:00:00,TOUL-PV-05,SN-TOUL-05-TMP,ModuleTemp,49,degC,Good
2025-12-01T14:00:00,TOUL-PV-05,SN-TOUL-05-INV,InverterLoad,67.2,pct,Good
2025-12-01T10:00:00,TOUL-PV-06,SN-TOUL-06-PWR,AcPower,10687.4,kW,Good
2025-12-01T10:00:00,TOUL-PV-06,SN-TOUL-06-IRR,Irradiance,680,W/m2,Good
2025-12-01T10:00:00,TOUL-PV-06,SN-TOUL-06-TMP,ModuleTemp,40,degC,Good
2025-12-01T10:00:00,TOUL-PV-06,SN-TOUL-06-INV,InverterLoad,55.8,pct,Good
2025-12-01T12:00:00,TOUL-PV-06,SN-TOUL-06-PWR,AcPower,14930.9,kW,Good
2025-12-01T12:00:00,TOUL-PV-06,SN-TOUL-06-IRR,Irradiance,950,W/m2,Good
2025-12-01T12:00:00,TOUL-PV-06,SN-TOUL-06-TMP,ModuleTemp,52,degC,Good
2025-12-01T12:00:00,TOUL-PV-06,SN-TOUL-06-INV,InverterLoad,77.9,pct,Good
2025-12-01T14:00:00,TOUL-PV-06,SN-TOUL-06-PWR,AcPower,12887.7,kW,Good
2025-12-01T14:00:00,TOUL-PV-06,SN-TOUL-06-IRR,Irradiance,820,W/m2,Good
2025-12-01T14:00:00,TOUL-PV-06,SN-TOUL-06-TMP,ModuleTemp,49,degC,Good
2025-12-01T14:00:00,TOUL-PV-06,SN-TOUL-06-INV,InverterLoad,67.2,pct,Good
2025-12-01T10:00:00,MEES-PV-01,SN-MEES-01-PWR,AcPower,9293.4,kW,Good
