ReadingId,SensorId,Timestamp,ReadingValue,QualityFlag,IsAnomaly
"TR-115","SNS-008","2024-10-04T18:00:00","1041","Good","false"
"TR-116","SNS-008","2024-10-04T10:00:00","914.4","Good","false"
"TR-117","SNS-015","2024-10-04T09:15:00","1220.3","Suspect","true"
"TR-118","SNS-015","2024-10-04T10:30:00","1257.1","Good","false"
"TR-119","SNS-015","2024-10-04T12:00:00","1236.1","Suspect","true"
"TR-120","SNS-010","2024-10-04T09:15:00","1419.9","Good","false"
"TR-121","SNS-010","2024-10-04T10:30:00","1498.4","Good","false"
"TR-122","SNS-010","2024-10-04T18:00:00","1178.6","Good","false"
"TR-123","SNS-006","2024-10-04T20:00:00","1723.9","Good","false"
"TR-124","SNS-006","2024-10-04T09:30:00","1008.1","Good","false"
"TR-125","SNS-006","2024-10-04T10:15:00","1018.1","Good","false"
"TR-126","SNS-017","2024-10-04T09:00:00","922.4","Good","false"
"TR-127","SNS-017","2024-10-04T12:00:00","463.5","Good","false"
"TR-128","SNS-017","2024-10-04T16:00:00","1370","Good","false"
"TR-129","SNS-001","2024-10-04T12:00:00","194.5","Suspect","true"
"TR-130","SNS-001","2024-10-04T10:00:00","466.6","Good","false"
"TR-131","SNS-001","2024-10-04T10:15:00","1593.1","Good","false"
"TR-132","SNS-018","2024-10-04T20:00:00","338.7","Good","false"
"TR-133","SNS-018","2024-10-04T10:00:00","1454.2","Good","false"
"TR-134","SNS-018","2024-10-04T09:00:00","1125.9","Good","false"
"TR-135","SNS-013","2024-10-04T09:00:00","1371.1","Good","false"
"TR-136","SNS-013","2024-10-04T09:15:00","1633.1","Good","false"
"TR-137","SNS-013","2024-10-04T09:45:00","949.6","Good","false"
"TR-138","SNS-002","2024-10-04T10:30:00","285.4","Good","false"
"TR-139","SNS-002","2024-10-04T10:00:00","808.7","Good","false"
"TR-140","SNS-002","2024-10-04T18:00:00","1379","Good","false"
"TR-141","SNS-016","2024-10-05T10:30:00","1688.1","Good","false"
"TR-142","SNS-016","2024-10-05T18:00:00","372.6","Suspect","true"
"TR-143","SNS-016","2024-10-05T09:45:00","1513.9","Good","false"
"TR-144","SNS-005","2024-10-05T09:45:00","1189.8","Good","false"
"TR-145","SNS-005","2024-10-05T10:00:00","1823","Good","false"
"TR-146","SNS-005","2024-10-05T20:00:00","414.7","Good","false"
"TR-147","SNS-019","2024-10-05T10:00:00","1149.1","Good","false"
"TR-148","SNS-019","2024-10-05T10:15:00","1910","Good","false"
"TR-149","SNS-019","2024-10-05T10:30:00","1446.9","Good","false"
"TR-150","SNS-009","2024-10-05T09:00:00","1271.3","Good","false"
"TR-151","SNS-009","2024-10-05T09:30:00","675.1","Good","false"
"TR-152","SNS-009","2024-10-05T12:00:00","244.1","Good","false"
"TR-153","SNS-015","2024-10-05T16:00:00","1468.4","Good","false"
"TR-154","SNS-015","2024-10-05T09:30:00","678.7","Good","false"
"TR-155","SNS-015","2024-10-05T12:00:00","1959.7","Good","false"
"TR-156","SNS-012","2024-10-05T20:00:00","754.2","Good","false"
"TR-157","SNS-012","2024-10-05T16:00:00","1170.4","Good","false"
"TR-158","SNS-012","2024-10-05T10:30:00","1168","Good","false"
"TR-159","SNS-007","2024-10-05T16:00:00","889.7","Good","false"
"TR-160","SNS-007","2024-10-05T14:00:00","318.2","Good","false"
"TR-161","SNS-007","2024-10-05T10:30:00","1084","Suspect","true"
"TR-162","SNS-004","2024-10-05T09:00:00","1040.4","Good","false"
"TR-163","SNS-004","2024-10-05T10:15:00","372.4","Good","false"
"TR-164","SNS-004","2024-10-05T14:00:00","893.2","Good","false"
"TR-165","SNS-003","2024-10-05T12:00:00","107.3","Good","false"
"TR-166","SNS-003","2024-10-05T20:00:00","922.2","Good","false"
"TR-167","SNS-003","2024-10-05T09:45:00","608.1","Good","false"
"TR-168","SNS-020","2024-10-05T10:30:00","602.6","Good","false"
"TR-169","SNS-020","2024-10-05T09:15:00","1105.8","Suspect","true"
"TR-170","SNS-020","2024-10-05T09:30:00","862.8","Good","false"
"TR-171","SNS-002","2024-10-06T20:00:00","1145.6","Good","false"
"TR-172","SNS-002","2024-10-06T12:00:00","1387","Good","false"
"TR-173","SNS-002","2024-10-06T18:00:00","1724.4","Good","false"
"TR-174","SNS-001","2024-10-06T16:00:00","1968.7","Good","false"
"TR-175","SNS-001","2024-10-06T09:45:00","1140.9","Good","false"
"TR-176","SNS-001","2024-10-06T14:00:00","1042.1","Good","false"
"TR-177","SNS-008","2024-10-06T20:00:00","1388.6","Suspect","true"
"TR-178","SNS-008","2024-10-06T09:00:00","863.7","Good","false"
"TR-179","SNS-008","2024-10-06T10:30:00","803.2","Good","false"
"TR-180","SNS-003","2024-10-06T18:00:00","487.5","Good","false"
"TR-181","SNS-003","2024-10-06T10:15:00","846.4","Good","false"
"TR-182","SNS-003","2024-10-06T09:15:00","542","Good","false"
"TR-183","SNS-020","2024-10-06T09:30:00","1756.3","Good","false"
"TR-184","SNS-020","2024-10-06T20:00:00","146.3","Good","false"
"TR-185","SNS-020","2024-10-06T12:00:00","1493.4","Good","false"
"TR-186","SNS-005","2024-10-06T20:00:00","702.7","Good","false"
"TR-187","SNS-005","2024-10-06T09:45:00","1043.3","Good","false"
"TR-188","SNS-005","2024-10-06T18:00:00","149.3","Good","false"
"TR-189","SNS-006","2024-10-06T10:00:00","1184.5","Good","false"
"TR-190","SNS-006","2024-10-06T20:00:00","1920.4","Good","false"
"TR-191","SNS-006","2024-10-06T16:00:00","493.7","Good","false"
"TR-192","SNS-014","2024-10-06T16:00:00","530.6","Good","false"
"TR-193","SNS-014","2024-10-06T20:00:00","428.1","Good","false"
"TR-194","SNS-014","2024-10-06T14:00:00","1077.1","Good","false"
"TR-195","SNS-017","2024-10-06T09:30:00","1338","Good","false"
"TR-196","SNS-017","2024-10-06T12:00:00","330.4","Good","false"
"TR-197","SNS-017","2024-10-06T18:00:00","1045.8","Good","false"
"TR-198","SNS-007","2024-10-06T09:00:00","999.5","Good","false"
"TR-199","SNS-007","2024-10-06T16:00:00","986.9","Good","false"
"TR-200","SNS-007","2024-10-06T10:15:00","177.9","Good","false"
"TR-201","SNS-013","2024-10-07T16:00:00","299.2","Good","false"
"TR-202","SNS-013","2024-10-07T09:00:00","1664","Good","false"
"TR-203","SNS-013","2024-10-07T09:45:00","1391.9","Good","false"
"TR-204","SNS-003","2024-10-07T18:00:00","531.8","Good","false"
"TR-205","SNS-003","2024-10-07T12:00:00","1878.8","Good","false"
"TR-206","SNS-003","2024-10-07T09:00:00","1237.9","Good","false"
"TR-207","SNS-019","2024-10-07T14:00:00","1329","Good","false"
"TR-208","SNS-019","2024-10-07T10:30:00","1479.8","Good","false"
"TR-209","SNS-019","2024-10-07T12:00:00","1588.1","Good","false"
"TR-210","SNS-015","2024-10-07T09:45:00","780.9","Suspect","true"
"TR-211","SNS-015","2024-10-07T18:00:00","1143.5","Good","false"
"TR-212","SNS-015","2024-10-07T10:30:00","507.5","Good","false"
"TR-213","SNS-011","2024-10-07T10:15:00","487.2","Good","false"
"TR-214","SNS-011","2024-10-07T10:00:00","1118.2","Good","false"
"TR-215","SNS-011","2024-10-07T18:00:00","1601.7","Good","false"
"TR-216","SNS-016","2024-10-07T18:00:00","1382.7","Good","false"
"TR-217","SNS-016","2024-10-07T12:00:00","1535.5","Good","false"
"TR-218","SNS-016","2024-10-07T10:30:00","674.4","Good","false"
"TR-219","SNS-002","2024-10-07T16:00:00","1706.8","Good","false"
"TR-220","SNS-002","2024-10-07T09:45:00","1585.9","Good","false"
"TR-221","SNS-002","2024-10-07T10:15:00","1028.1","Good","false"
"TR-222","SNS-014","2024-10-07T09:45:00","1665","Suspect","true"
"TR-223","SNS-014","2024-10-07T10:15:00","866.1","Good","false"
"TR-224","SNS-014","2024-10-07T16:00:00","1876.1","Good","false"
"TR-225","SNS-006","2024-10-07T09:30:00","1699.3","Suspect","true"
"TR-226","SNS-006","2024-10-07T09:15:00","1239.7","Good","false"
"TR-227","SNS-006","2024-10-07T12:00:00","1328.7","Good","false"
"TR-228","SNS-007","2024-10-07T09:30:00","604.3","Good","false"
"TR-229","SNS-007","2024-10-07T12:00:00","1433.9","Good","false"
"TR-230","SNS-007","2024-10-07T14:00:00","1226.4","Good","false"
