ReadingId,SensorId,Timestamp,ReadingValue,QualityFlag,IsAnomaly
"TR-055","SNS-026","2024-10-01T10:15:00","29.6","Good","false"
"TR-056","SNS-026","2024-10-01T12:00:00","55.7","Good","false"
"TR-057","SNS-007","2024-10-01T14:00:00","21.3","Good","false"
"TR-058","SNS-007","2024-10-01T10:15:00","70.8","Good","false"
"TR-059","SNS-007","2024-10-01T20:00:00","32.4","Good","false"
"TR-060","SNS-029","2024-10-01T10:00:00","39","Good","false"
"TR-061","SNS-029","2024-10-01T18:00:00","66.3","Good","false"
"TR-062","SNS-029","2024-10-01T12:00:00","37","Good","false"
"TR-063","SNS-025","2024-10-01T09:15:00","26.5","Good","false"
"TR-064","SNS-025","2024-10-01T09:30:00","80","Good","false"
"TR-065","SNS-025","2024-10-01T10:15:00","55.9","Good","false"
"TR-066","SNS-004","2024-10-01T09:15:00","28.5","Good","false"
"TR-067","SNS-004","2024-10-01T16:00:00","46.7","Good","false"
"TR-068","SNS-004","2024-10-01T14:00:00","19.2","Good","false"
"TR-069","SNS-019","2024-10-01T09:00:00","22.1","Good","false"
"TR-070","SNS-019","2024-10-01T10:30:00","76.9","Good","false"
"TR-071","SNS-019","2024-10-01T10:00:00","41.9","Good","false"
"TR-072","SNS-016","2024-10-02T09:00:00","71.5","Good","false"
"TR-073","SNS-016","2024-10-02T16:00:00","20.8","Good","false"
"TR-074","SNS-016","2024-10-02T09:15:00","51.6","Suspect","true"
"TR-075","SNS-020","2024-10-02T12:00:00","61.7","Good","false"
"TR-076","SNS-020","2024-10-02T10:30:00","65.2","Good","false"
"TR-077","SNS-020","2024-10-02T20:00:00","24.2","Good","false"
"TR-078","SNS-013","2024-10-02T20:00:00","55.8","Good","false"
"TR-079","SNS-013","2024-10-02T10:30:00","59.7","Good","false"
"TR-080","SNS-013","2024-10-02T18:00:00","54.3","Good","false"
"TR-081","SNS-021","2024-10-02T16:00:00","31.1","Good","false"
"TR-082","SNS-021","2024-10-02T12:00:00","29","Good","false"
"TR-083","SNS-021","2024-10-02T10:30:00","34.9","Good","false"
"TR-084","SNS-022","2024-10-02T20:00:00","58.7","Good","false"
"TR-085","SNS-022","2024-10-02T09:30:00","45.2","Good","false"
"TR-086","SNS-022","2024-10-02T09:00:00","18.8","Good","false"
"TR-087","SNS-008","2024-10-02T14:00:00","62.4","Suspect","true"
"TR-088","SNS-008","2024-10-02T10:00:00","41.5","Good","false"
"TR-089","SNS-008","2024-10-02T12:00:00","59.3","Good","false"
"TR-090","SNS-002","2024-10-02T09:45:00","33.5","Good","false"
"TR-091","SNS-002","2024-10-02T18:00:00","60.6","Good","false"
"TR-092","SNS-002","2024-10-02T09:00:00","44.6","Good","false"
"TR-093","SNS-007","2024-10-02T09:30:00","79.1","Good","false"
"TR-094","SNS-007","2024-10-02T10:30:00","49","Good","false"
"TR-095","SNS-007","2024-10-02T10:00:00","36.8","Good","false"
"TR-096","SNS-001","2024-10-02T09:15:00","67.1","Good","false"
"TR-097","SNS-001","2024-10-02T18:00:00","76","Good","false"
"TR-098","SNS-001","2024-10-02T09:45:00","64.2","Good","false"
"TR-099","SNS-018","2024-10-02T14:00:00","24.5","Suspect","true"
"TR-100","SNS-018","2024-10-02T10:30:00","47.1","Good","false"
"TR-101","SNS-018","2024-10-02T09:00:00","43.2","Good","false"
"TR-102","SNS-025","2024-10-02T18:00:00","65.6","Good","false"
"TR-103","SNS-025","2024-10-02T16:00:00","35","Good","false"
"TR-104","SNS-025","2024-10-02T09:45:00","74.3","Good","false"
"TR-105","SNS-003","2024-10-02T14:00:00","68.1","Good","false"
"TR-106","SNS-003","2024-10-02T10:15:00","29.8","Good","false"
"TR-107","SNS-003","2024-10-02T12:00:00","76.4","Good","false"
"TR-108","SNS-017","2024-10-03T09:15:00","40.5","Good","false"
"TR-109","SNS-017","2024-10-03T14:00:00","56.4","Good","false"
"TR-110","SNS-017","2024-10-03T12:00:00","66.7","Good","false"
"TR-111","SNS-001","2024-10-03T09:30:00","68","Good","false"
"TR-112","SNS-001","2024-10-03T10:30:00","55","Good","false"
"TR-113","SNS-001","2024-10-03T09:00:00","75.1","Good","false"
"TR-114","SNS-022","2024-10-03T10:15:00","30.6","Good","false"
"TR-115","SNS-022","2024-10-03T09:45:00","47.8","Good","false"
"TR-116","SNS-022","2024-10-03T18:00:00","63.6","Suspect","true"
"TR-117","SNS-024","2024-10-03T10:00:00","61.7","Good","false"
"TR-118","SNS-024","2024-10-03T20:00:00","51.7","Good","false"
"TR-119","SNS-024","2024-10-03T10:30:00","67.7","Good","false"
"TR-120","SNS-006","2024-10-03T18:00:00","84.8","Good","false"
"TR-121","SNS-006","2024-10-03T20:00:00","55.4","Good","false"
"TR-122","SNS-006","2024-10-03T10:30:00","29.7","Good","false"
"TR-123","SNS-016","2024-10-03T09:00:00","37","Suspect","true"
"TR-124","SNS-016","2024-10-03T14:00:00","59","Good","false"
"TR-125","SNS-016","2024-10-03T10:00:00","67.3","Good","false"
"TR-126","SNS-012","2024-10-03T10:15:00","75.6","Good","false"
"TR-127","SNS-012","2024-10-03T09:45:00","63.6","Good","false"
"TR-128","SNS-012","2024-10-03T16:00:00","57.9","Good","false"
"TR-129","SNS-015","2024-10-03T10:00:00","68.7","Good","false"
"TR-130","SNS-015","2024-10-03T16:00:00","25.5","Good","false"
"TR-131","SNS-015","2024-10-03T09:30:00","40.4","Good","false"
"TR-132","SNS-005","2024-10-03T12:00:00","78","Good","false"
"TR-133","SNS-005","2024-10-03T10:00:00","56.3","Good","false"
"TR-134","SNS-005","2024-10-03T16:00:00","75","Good","false"
"TR-135","SNS-023","2024-10-03T09:45:00","53.5","Good","false"
"TR-136","SNS-023","2024-10-03T09:30:00","42.8","Suspect","true"
"TR-137","SNS-023","2024-10-03T14:00:00","51.5","Good","false"
"TR-138","SNS-008","2024-10-03T10:30:00","21.2","Good","false"
"TR-139","SNS-008","2024-10-03T10:15:00","77.3","Suspect","true"
"TR-140","SNS-008","2024-10-03T09:00:00","36.4","Good","false"
"TR-141","SNS-018","2024-10-03T10:30:00","73.8","Good","false"
"TR-142","SNS-018","2024-10-03T16:00:00","84","Good","false"
"TR-143","SNS-018","2024-10-03T18:00:00","28.7","Good","false"
"TR-144","SNS-029","2024-10-04T14:00:00","83.2","Good","false"
"TR-145","SNS-029","2024-10-04T09:30:00","35.3","Good","false"
"TR-146","SNS-029","2024-10-04T20:00:00","79.3","Good","false"
"TR-147","SNS-015","2024-10-04T14:00:00","43","Good","false"
"TR-148","SNS-015","2024-10-04T09:30:00","30.9","Good","false"
"TR-149","SNS-015","2024-10-04T09:45:00","66.1","Good","false"
"TR-150","SNS-002","2024-10-04T14:00:00","19.9","Good","false"
"TR-151","SNS-002","2024-10-04T09:00:00","55.1","Good","false"
"TR-152","SNS-002","2024-10-04T12:00:00","68","Good","false"
"TR-153","SNS-014","2024-10-04T10:00:00","34.3","Good","false"
"TR-154","SNS-014","2024-10-04T16:00:00","56.8","Good","false"
"TR-155","SNS-014","2024-10-04T12:00:00","41","Good","false"
"TR-156","SNS-019","2024-10-04T10:30:00","67.2","Good","false"
"TR-157","SNS-019","2024-10-04T09:30:00","46.5","Good","false"
"TR-158","SNS-019","2024-10-04T09:15:00","83","Good","false"
"TR-159","SNS-008","2024-10-04T20:00:00","36.7","Good","false"
"TR-160","SNS-008","2024-10-04T16:00:00","56.7","Good","false"
"TR-161","SNS-008","2024-10-04T10:30:00","58.9","Good","false"
"TR-162","SNS-025","2024-10-04T20:00:00","78.2","Good","false"
"TR-163","SNS-025","2024-10-04T18:00:00","64.4","Good","false"
"TR-164","SNS-025","2024-10-04T09:45:00","25.1","Suspect","true"
"TR-165","SNS-006","2024-10-04T09:45:00","33.2","Good","false"
"TR-166","SNS-006","2024-10-04T14:00:00","53.1","Good","false"
"TR-167","SNS-006","2024-10-04T20:00:00","80.2","Good","false"
"TR-168","SNS-017","2024-10-04T09:30:00","73.3","Good","false"
"TR-169","SNS-017","2024-10-04T10:15:00","44.5","Good","false"
"TR-170","SNS-017","2024-10-04T12:00:00","33.8","Good","false"
"TR-171","SNS-012","2024-10-04T18:00:00","69.8","Good","false"
"TR-172","SNS-012","2024-10-04T10:15:00","75.1","Good","false"
"TR-173","SNS-012","2024-10-04T09:45:00","35.2","Good","false"
"TR-174","SNS-010","2024-10-04T12:00:00","44.3","Good","false"
"TR-175","SNS-010","2024-10-04T09:45:00","72.2","Good","false"
"TR-176","SNS-010","2024-10-04T09:15:00","19.1","Good","false"
"TR-177","SNS-022","2024-10-04T16:00:00","54.9","Suspect","true"
"TR-178","SNS-022","2024-10-04T10:30:00","61.1","Good","false"
"TR-179","SNS-022","2024-10-04T10:15:00","60.3","Good","false"
"TR-180","SNS-027","2024-10-05T16:00:00","45.7","Good","false"
"TR-181","SNS-027","2024-10-05T10:00:00","57.1","Good","false"
"TR-182","SNS-027","2024-10-05T09:45:00","62.9","Good","false"
"TR-183","SNS-023","2024-10-05T20:00:00","39.5","Good","false"
"TR-184","SNS-023","2024-10-05T09:30:00","30.1","Good","false"
"TR-185","SNS-023","2024-10-05T09:15:00","72.9","Good","false"
"TR-186","SNS-020","2024-10-05T09:45:00","37.7","Good","false"
"TR-187","SNS-020","2024-10-05T12:00:00","60.1","Good","false"
"TR-188","SNS-020","2024-10-05T09:15:00","84.6","Good","false"
"TR-189","SNS-024","2024-10-05T20:00:00","42","Suspect","true"
"TR-190","SNS-024","2024-10-05T10:00:00","30","Good","false"
"TR-191","SNS-024","2024-10-05T12:00:00","81.9","Good","false"
"TR-192","SNS-007","2024-10-05T10:30:00","31.3","Good","false"
"TR-193","SNS-007","2024-10-05T14:00:00","22.1","Good","false"
"TR-194","SNS-007","2024-10-05T10:00:00","80.8","Good","false"
"TR-195","SNS-022","2024-10-05T10:00:00","44.9","Good","false"
"TR-196","SNS-022","2024-10-05T20:00:00","24.2","Good","false"
"TR-197","SNS-022","2024-10-05T09:30:00","41.5","Good","false"
"TR-198","SNS-004","2024-10-05T09:00:00","69.9","Good","false"
"TR-199","SNS-004","2024-10-05T10:15:00","47.7","Good","false"
"TR-200","SNS-004","2024-10-05T09:15:00","85","Good","false"
"TR-201","SNS-003","2024-10-05T09:15:00","78","Good","false"
"TR-202","SNS-003","2024-10-05T12:00:00","80","Suspect","true"
"TR-203","SNS-003","2024-10-05T16:00:00","53.3","Suspect","true"
"TR-204","SNS-008","2024-10-05T09:00:00","38.5","Good","false"
"TR-205","SNS-008","2024-10-05T10:00:00","63.9","Good","false"
"TR-206","SNS-008","2024-10-05T10:15:00","29.3","Good","false"
"TR-207","SNS-026","2024-10-05T16:00:00","33.9","Good","false"
"TR-208","SNS-026","2024-10-05T09:45:00","29.4","Good","false"
"TR-209","SNS-026","2024-10-05T10:00:00","64.1","Good","false"
"TR-210","SNS-021","2024-10-05T09:30:00","42.2","Good","false"
"TR-211","SNS-021","2024-10-05T20:00:00","54.8","Good","false"
"TR-212","SNS-021","2024-10-05T09:45:00","66.2","Good","false"
"TR-213","SNS-014","2024-10-05T09:45:00","24.2","Good","false"
"TR-214","SNS-014","2024-10-05T12:00:00","26.5","Good","false"
"TR-215","SNS-014","2024-10-05T20:00:00","32.9","Good","false"
"TR-216","SNS-013","2024-10-06T10:30:00","51.6","Good","false"
"TR-217","SNS-013","2024-10-06T09:15:00","83","Good","false"
"TR-218","SNS-013","2024-10-06T12:00:00","65.4","Good","false"
"TR-219","SNS-009","2024-10-06T10:30:00","83.4","Good","false"
"TR-220","SNS-009","2024-10-06T09:15:00","77.8","Good","false"
"TR-221","SNS-009","2024-10-06T10:00:00","50.8","Good","false"
"TR-222","SNS-007","2024-10-06T10:00:00","81.8","Good","false"
"TR-223","SNS-007","2024-10-06T14:00:00","33","Good","false"
"TR-224","SNS-007","2024-10-06T09:45:00","23.8","Good","false"
"TR-225","SNS-029","2024-10-06T10:15:00","79.7","Good","false"
"TR-226","SNS-029","2024-10-06T10:00:00","20.8","Good","false"
"TR-227","SNS-029","2024-10-06T09:00:00","78.2","Good","false"
"TR-228","SNS-006","2024-10-06T09:15:00","72.3","Suspect","true"
"TR-229","SNS-006","2024-10-06T18:00:00","29.8","Good","false"
"TR-230","SNS-006","2024-10-06T10:00:00","24.6","Good","false"
"TR-231","SNS-016","2024-10-06T16:00:00","19.6","Good","false"
"TR-232","SNS-016","2024-10-06T09:15:00","53.2","Good","false"
"TR-233","SNS-016","2024-10-06T10:15:00","32.2","Good","false"
"TR-234","SNS-022","2024-10-06T18:00:00","82.5","Good","false"
"TR-235","SNS-022","2024-10-06T09:15:00","74.7","Good","false"
"TR-236","SNS-022","2024-10-06T12:00:00","63.2","Good","false"
"TR-237","SNS-003","2024-10-06T10:30:00","67.7","Good","false"
"TR-238","SNS-003","2024-10-06T09:15:00","18","Good","false"
"TR-239","SNS-003","2024-10-06T10:15:00","30.2","Good","false"
"TR-240","SNS-005","2024-10-06T09:30:00","62.6","Good","false"
"TR-241","SNS-005","2024-10-06T16:00:00","25.6","Good","false"
"TR-242","SNS-005","2024-10-06T12:00:00","74.2","Good","false"
"TR-243","SNS-028","2024-10-06T20:00:00","65.3","Good","false"
"TR-244","SNS-028","2024-10-06T10:30:00","30.7","Good","false"
"TR-245","SNS-028","2024-10-06T10:15:00","28.7","Good","false"
"TR-246","SNS-025","2024-10-06T18:00:00","78","Good","false"
"TR-247","SNS-025","2024-10-06T12:00:00","23.5","Good","false"
"TR-248","SNS-025","2024-10-06T09:45:00","18.1","Good","false"
"TR-249","SNS-019","2024-10-06T18:00:00","33.5","Good","false"
"TR-250","SNS-019","2024-10-06T10:30:00","29.1","Good","false"
"TR-251","SNS-019","2024-10-06T10:00:00","65","Good","false"
"TR-252","SNS-030","2024-10-07T09:15:00","35.8","Good","false"
"TR-253","SNS-030","2024-10-07T12:00:00","43","Good","false"
"TR-254","SNS-030","2024-10-07T20:00:00","47.2","Good","false"
"TR-255","SNS-010","2024-10-07T09:30:00","32.2","Good","false"
"TR-256","SNS-010","2024-10-07T20:00:00","58.2","Good","false"
"TR-257","SNS-010","2024-10-07T09:00:00","22.6","Good","false"
"TR-258","SNS-003","2024-10-07T09:00:00","64.6","Good","false"
"TR-259","SNS-003","2024-10-07T14:00:00","79.7","Good","false"
"TR-260","SNS-003","2024-10-07T12:00:00","18.8","Good","false"
"TR-261","SNS-024","2024-10-07T09:00:00","70.2","Good","false"
"TR-262","SNS-024","2024-10-07T20:00:00","79.7","Good","false"
"TR-263","SNS-024","2024-10-07T09:15:00","76.2","Good","false"
"TR-264","SNS-006","2024-10-07T10:00:00","55.1","Good","false"
"TR-265","SNS-006","2024-10-07T10:15:00","25.2","Good","false"
"TR-266","SNS-006","2024-10-07T14:00:00","77.8","Good","false"
"TR-267","SNS-021","2024-10-07T12:00:00","20.4","Good","false"
"TR-268","SNS-021","2024-10-07T09:00:00","78.8","Good","false"
"TR-269","SNS-021","2024-10-07T10:00:00","47.5","Good","false"
"TR-270","SNS-016","2024-10-07T10:15:00","59.6","Good","false"
"TR-271","SNS-016","2024-10-07T14:00:00","34.5","Good","false"
"TR-272","SNS-016","2024-10-07T09:00:00","83.1","Good","false"
"TR-273","SNS-015","2024-10-07T16:00:00","81.1","Good","false"
"TR-274","SNS-015","2024-10-07T12:00:00","84.3","Good","false"
"TR-275","SNS-015","2024-10-07T10:00:00","78.4","Good","false"
"TR-276","SNS-001","2024-10-07T09:45:00","53.9","Good","false"
"TR-277","SNS-001","2024-10-07T18:00:00","23.6","Good","false"
"TR-278","SNS-001","2024-10-07T20:00:00","32.6","Good","false"
"TR-279","SNS-008","2024-10-07T14:00:00","70.6","Good","false"
"TR-280","SNS-008","2024-10-07T10:00:00","53.5","Good","false"
"TR-281","SNS-008","2024-10-07T10:15:00","31.3","Good","false"
"TR-282","SNS-023","2024-10-07T20:00:00","24.7","Good","false"
"TR-283","SNS-023","2024-10-07T16:00:00","44.4","Good","false"
"TR-284","SNS-023","2024-10-07T09:15:00","45.5","Good","false"
"TR-285","SNS-009","2024-10-07T18:00:00","32.4","Good","false"
"TR-286","SNS-009","2024-10-07T09:30:00","43.9","Good","false"
"TR-287","SNS-009","2024-10-07T14:00:00","44.1","Good","false"
