Timestamp,ProcessUnitId,SensorId,SensorType,Value,Unit,Quality
2025-12-01T12:00:00,PU004,SN004-UTL,Utilization,70.1,pct,Good
2025-12-01T18:00:00,PU004,SN004-THR,Throughput,65.4,kbd,Good
2025-12-01T18:00:00,PU004,SN004-FDR,FeedRate,77.4,kbd,Good
2025-12-01T18:00:00,PU004,SN004-TMP,UnitTemp,428.6,degC,Good
2025-12-01T18:00:00,PU004,SN004-UTL,Utilization,64.5,pct,Good
2025-12-01T06:00:00,PU005,SN005-THR,Throughput,61.2,kbd,Good
2025-12-01T06:00:00,PU005,SN005-FDR,FeedRate,71.5,kbd,Good
2025-12-01T06:00:00,PU005,SN005-TMP,UnitTemp,437.6,degC,Good
2025-12-01T06:00:00,PU005,SN005-UTL,Utilization,89.4,pct,Good
2025-12-01T12:00:00,PU005,SN005-THR,Throughput,59.1,kbd,Good
2025-12-01T12:00:00,PU005,SN005-FDR,FeedRate,71.8,kbd,Good
2025-12-01T12:00:00,PU005,SN005-TMP,UnitTemp,472.1,degC,Good
2025-12-01T12:00:00,PU005,SN005-UTL,Utilization,89.8,pct,Good
2025-12-01T18:00:00,PU005,SN005-THR,Throughput,45.9,kbd,Good
2025-12-01T18:00:00,PU005,SN005-FDR,FeedRate,55.7,kbd,Good
2025-12-01T18:00:00,PU005,SN005-TMP,UnitTemp,439.7,degC,Good
2025-12-01T18:00:00,PU005,SN005-UTL,Utilization,69.6,pct,Good
2025-12-01T06:00:00,PU006,SN006-THR,Throughput,36.5,kbd,Good
2025-12-01T06:00:00,PU006,SN006-FDR,FeedRate,42.7,kbd,Good
2025-12-01T06:00:00,PU006,SN006-TMP,UnitTemp,430.3,degC,Good
2025-12-01T06:00:00,PU006,SN006-UTL,Utilization,71.1,pct,Good
2025-12-01T12:00:00,PU006,SN006-THR,Throughput,35.3,kbd,Good
2025-12-01T12:00:00,PU006,SN006-FDR,FeedRate,42.3,kbd,Good
2025-12-01T12:00:00,PU006,SN006-TMP,UnitTemp,431.2,degC,Good
2025-12-01T12:00:00,PU006,SN006-UTL,Utilization,70.5,pct,Good
2025-12-01T18:00:00,PU006,SN006-THR,Throughput,36.8,kbd,Good
2025-12-01T18:00:00,PU006,SN006-FDR,FeedRate,41.7,kbd,Good
2025-12-01T18:00:00,PU006,SN006-TMP,UnitTemp,436.3,degC,Good
2025-12-01T18:00:00,PU006,SN006-UTL,Utilization,69.6,pct,Good
2025-12-01T06:00:00,PU007,SN007-THR,Throughput,24.6,kbd,Good
2025-12-01T06:00:00,PU007,SN007-FDR,FeedRate,27.4,kbd,Good
2025-12-01T06:00:00,PU007,SN007-TMP,UnitTemp,450.1,degC,Good
2025-12-01T06:00:00,PU007,SN007-UTL,Utilization,91.2,pct,Good
2025-12-01T12:00:00,PU007,SN007-THR,Throughput,17.3,kbd,Good
2025-12-01T12:00:00,PU007,SN007-FDR,FeedRate,20.2,kbd,Good
2025-12-01T12:00:00,PU007,SN007-TMP,UnitTemp,427.1,degC,Good
2025-12-01T12:00:00,PU007,SN007-UTL,Utilization,67.3,pct,Good
2025-12-01T18:00:00,PU007,SN007-THR,Throughput,20.9,kbd,Good
2025-12-01T18:00:00,PU007,SN007-FDR,FeedRate,24.3,kbd,Good
2025-12-01T18:00:00,PU007,SN007-TMP,UnitTemp,457.5,degC,Good
2025-12-01T18:00:00,PU007,SN007-UTL,Utilization,81.2,pct,Good
2025-12-01T06:00:00,PU008,SN008-THR,Throughput,17.4,kbd,Good
2025-12-01T06:00:00,PU008,SN008-FDR,FeedRate,20.2,kbd,Good
2025-12-01T06:00:00,PU008,SN008-TMP,UnitTemp,432.3,degC,Good
2025-12-01T06:00:00,PU008,SN008-UTL,Utilization,80.8,pct,Good
2025-12-01T12:00:00,PU008,SN008-THR,Throughput,15.4,kbd,Good
2025-12-01T12:00:00,PU008,SN008-FDR,FeedRate,17.2,kbd,Good
2025-12-01T12:00:00,PU008,SN008-TMP,UnitTemp,412.6,degC,Good
2025-12-01T12:00:00,PU008,SN008-UTL,Utilization,68.9,pct,Good
2025-12-01T18:00:00,PU008,SN008-THR,Throughput,14.9,kbd,Good
2025-12-01T18:00:00,PU008,SN008-FDR,FeedRate,17.7,kbd,Good
2025-12-01T18:00:00,PU008,SN008-TMP,UnitTemp,419.9,degC,Good
2025-12-01T18:00:00,PU008,SN008-UTL,Utilization,70.7,pct,Good
2025-12-01T06:00:00,PU009,SN009-THR,Throughput,58.8,kbd,Good
2025-12-01T06:00:00,PU009,SN009-FDR,FeedRate,64.6,kbd,Good
2025-12-01T06:00:00,PU009,SN009-TMP,UnitTemp,413.7,degC,Good
2025-12-01T06:00:00,PU009,SN009-UTL,Utilization,64.6,pct,Good
2025-12-01T12:00:00,PU009,SN009-THR,Throughput,67.1,kbd,Good
2025-12-01T12:00:00,PU009,SN009-FDR,FeedRate,70.9,kbd,Good
2025-12-01T12:00:00,PU009,SN009-TMP,UnitTemp,428.8,degC,Good
2025-12-01T12:00:00,PU009,SN009-UTL,Utilization,70.9,pct,Good
2025-12-01T18:00:00,PU009,SN009-THR,Throughput,72.2,kbd,Good
2025-12-01T18:00:00,PU009,SN009-FDR,FeedRate,84.5,kbd,Good
2025-12-01T18:00:00,PU009,SN009-TMP,UnitTemp,462.7,degC,Good
2025-12-01T18:00:00,PU009,SN009-UTL,Utilization,84.5,pct,Good
2025-12-01T06:00:00,PU010,SN010-THR,Throughput,236.4,kbd,Good
2025-12-01T06:00:00,PU010,SN010-FDR,FeedRate,279.8,kbd,Good
2025-12-01T06:00:00,PU010,SN010-TMP,UnitTemp,465.9,degC,Good
2025-12-01T06:00:00,PU010,SN010-UTL,Utilization,93.3,pct,Good
2025-12-01T12:00:00,PU010,SN010-THR,Throughput,194,kbd,Good
2025-12-01T12:00:00,PU010,SN010-FDR,FeedRate,218.7,kbd,Good
2025-12-01T12:00:00,PU010,SN010-TMP,UnitTemp,449.9,degC,Good
2025-12-01T12:00:00,PU010,SN010-UTL,Utilization,72.9,pct,Good
2025-12-01T18:00:00,PU010,SN010-THR,Throughput,181.6,kbd,Good
2025-12-01T18:00:00,PU010,SN010-FDR,FeedRate,200.4,kbd,Good
2025-12-01T18:00:00,PU010,SN010-TMP,UnitTemp,409.9,degC,Good
2025-12-01T18:00:00,PU010,SN010-UTL,Utilization,66.8,pct,Good
2025-12-01T06:00:00,PU011,SN011-THR,Throughput,85.7,kbd,Good
2025-12-01T06:00:00,PU011,SN011-FDR,FeedRate,90.7,kbd,Good
2025-12-01T06:00:00,PU011,SN011-TMP,UnitTemp,436.6,degC,Good
2025-12-01T06:00:00,PU011,SN011-UTL,Utilization,69.8,pct,Good
2025-12-01T12:00:00,PU011,SN011-THR,Throughput,84.7,kbd,Good
2025-12-01T12:00:00,PU011,SN011-FDR,FeedRate,91.2,kbd,Good
2025-12-01T12:00:00,PU011,SN011-TMP,UnitTemp,434.2,degC,Good
2025-12-01T12:00:00,PU011,SN011-UTL,Utilization,70.2,pct,Good
2025-12-01T18:00:00,PU011,SN011-THR,Throughput,110.9,kbd,Good
2025-12-01T18:00:00,PU011,SN011-FDR,FeedRate,121.8,kbd,Good
2025-12-01T18:00:00,PU011,SN011-TMP,UnitTemp,474.5,degC,Good
2025-12-01T18:00:00,PU011,SN011-UTL,Utilization,93.7,pct,Good
2025-12-01T06:00:00,PU012,SN012-THR,Throughput,59.7,kbd,Good
2025-12-01T06:00:00,PU012,SN012-FDR,FeedRate,70.6,kbd,Good
2025-12-01T06:00:00,PU012,SN012-TMP,UnitTemp,436.1,degC,Good
2025-12-01T06:00:00,PU012,SN012-UTL,Utilization,78.4,pct,Good
2025-12-01T12:00:00,PU012,SN012-THR,Throughput,51.8,kbd,Good
2025-12-01T12:00:00,PU012,SN012-FDR,FeedRate,55.5,kbd,Good
2025-12-01T12:00:00,PU012,SN012-TMP,UnitTemp,424.7,degC,Good
2025-12-01T12:00:00,PU012,SN012-UTL,Utilization,61.7,pct,Good
2025-12-01T18:00:00,PU012,SN012-THR,Throughput,52.3,kbd,Good
2025-12-01T18:00:00,PU012,SN012-FDR,FeedRate,60.2,kbd,Good
2025-12-01T18:00:00,PU012,SN012-TMP,UnitTemp,407.8,degC,Good
2025-12-01T18:00:00,PU012,SN012-UTL,Utilization,66.9,pct,Good
2025-12-01T06:00:00,PU013,SN013-THR,Throughput,66,kbd,Good
2025-12-01T06:00:00,PU013,SN013-FDR,FeedRate,69.1,kbd,Good
2025-12-01T06:00:00,PU013,SN013-TMP,UnitTemp,429.3,degC,Good
2025-12-01T06:00:00,PU013,SN013-UTL,Utilization,65.8,pct,Good
2025-12-01T12:00:00,PU013,SN013-THR,Throughput,57.2,kbd,Good
2025-12-01T12:00:00,PU013,SN013-FDR,FeedRate,68.2,kbd,Good
2025-12-01T12:00:00,PU013,SN013-TMP,UnitTemp,440.8,degC,Good
2025-12-01T12:00:00,PU013,SN013-UTL,Utilization,65,pct,Good
2025-12-01T18:00:00,PU013,SN013-THR,Throughput,91.7,kbd,Good
2025-12-01T18:00:00,PU013,SN013-FDR,FeedRate,101.5,kbd,Good
2025-12-01T18:00:00,PU013,SN013-TMP,UnitTemp,457.7,degC,Good
2025-12-01T18:00:00,PU013,SN013-UTL,Utilization,96.7,pct,Good
2025-12-01T06:00:00,PU014,SN014-THR,Throughput,52.9,kbd,Good
2025-12-01T06:00:00,PU014,SN014-FDR,FeedRate,58,kbd,Good
2025-12-01T06:00:00,PU014,SN014-TMP,UnitTemp,473.2,degC,Good
2025-12-01T06:00:00,PU014,SN014-UTL,Utilization,96.7,pct,Good
2025-12-01T12:00:00,PU014,SN014-THR,Throughput,47.1,kbd,Good
2025-12-01T12:00:00,PU014,SN014-FDR,FeedRate,55.1,kbd,Good
2025-12-01T12:00:00,PU014,SN014-TMP,UnitTemp,466,degC,Good
2025-12-01T12:00:00,PU014,SN014-UTL,Utilization,91.8,pct,Good
2025-12-01T18:00:00,PU014,SN014-THR,Throughput,46.7,kbd,Good
2025-12-01T18:00:00,PU014,SN014-FDR,FeedRate,51,kbd,Good
2025-12-01T18:00:00,PU014,SN014-TMP,UnitTemp,464.7,degC,Good
2025-12-01T18:00:00,PU014,SN014-UTL,Utilization,85,pct,Good
2025-12-01T06:00:00,PU015,SN015-THR,Throughput,164,kbd,Good
2025-12-01T06:00:00,PU015,SN015-FDR,FeedRate,182.9,kbd,Good
2025-12-01T06:00:00,PU015,SN015-TMP,UnitTemp,451.3,degC,Good
2025-12-01T06:00:00,PU015,SN015-UTL,Utilization,87.1,pct,Good
2025-12-01T12:00:00,PU015,SN015-THR,Throughput,120.9,kbd,Good
2025-12-01T12:00:00,PU015,SN015-FDR,FeedRate,130,kbd,Good
2025-12-01T12:00:00,PU015,SN015-TMP,UnitTemp,428.1,degC,Good
2025-12-01T12:00:00,PU015,SN015-UTL,Utilization,61.9,pct,Good
2025-12-01T18:00:00,PU015,SN015-THR,Throughput,149.8,kbd,Good
2025-12-01T18:00:00,PU015,SN015-FDR,FeedRate,169.6,kbd,Good
2025-12-01T18:00:00,PU015,SN015-TMP,UnitTemp,442.6,degC,Good
2025-12-01T18:00:00,PU015,SN015-UTL,Utilization,80.8,pct,Good
2025-12-01T06:00:00,PU016,SN016-THR,Throughput,64.8,kbd,Good
2025-12-01T06:00:00,PU016,SN016-FDR,FeedRate,79,kbd,Good
2025-12-01T06:00:00,PU016,SN016-TMP,UnitTemp,457.8,degC,Good
2025-12-01T06:00:00,PU016,SN016-UTL,Utilization,79,pct,Good
2025-12-01T12:00:00,PU016,SN016-THR,Throughput,63.2,kbd,Good
2025-12-01T12:00:00,PU016,SN016-FDR,FeedRate,67.8,kbd,Good
2025-12-01T12:00:00,PU016,SN016-TMP,UnitTemp,414.3,degC,Good
2025-12-01T12:00:00,PU016,SN016-UTL,Utilization,67.8,pct,Good
2025-12-01T18:00:00,PU016,SN016-THR,Throughput,56.8,kbd,Good
2025-12-01T18:00:00,PU016,SN016-FDR,FeedRate,60.2,kbd,Good
2025-12-01T18:00:00,PU016,SN016-TMP,UnitTemp,418.9,degC,Good
2025-12-01T18:00:00,PU016,SN016-UTL,Utilization,60.2,pct,Good
2025-12-01T06:00:00,PU017,SN017-THR,Throughput,67.4,kbd,Good
2025-12-01T06:00:00,PU017,SN017-FDR,FeedRate,71.3,kbd,Good
2025-12-01T06:00:00,PU017,SN017-TMP,UnitTemp,482.5,degC,Good
2025-12-01T06:00:00,PU017,SN017-UTL,Utilization,95,pct,Good
2025-12-01T12:00:00,PU017,SN017-THR,Throughput,51.2,kbd,Good
2025-12-01T12:00:00,PU017,SN017-FDR,FeedRate,59.2,kbd,Good
2025-12-01T12:00:00,PU017,SN017-TMP,UnitTemp,459.2,degC,Good
2025-12-01T12:00:00,PU017,SN017-UTL,Utilization,78.9,pct,Good
2025-12-01T18:00:00,PU017,SN017-THR,Throughput,67.5,kbd,Good
2025-12-01T18:00:00,PU017,SN017-FDR,FeedRate,70.6,kbd,Good
2025-12-01T18:00:00,PU017,SN017-TMP,UnitTemp,462.3,degC,Good
2025-12-01T18:00:00,PU017,SN017-UTL,Utilization,94.1,pct,Good
2025-12-01T06:00:00,PU018,SN018-THR,Throughput,178.7,kbd,Good
2025-12-01T06:00:00,PU018,SN018-FDR,FeedRate,189.1,kbd,Good
2025-12-01T06:00:00,PU018,SN018-TMP,UnitTemp,469.1,degC,Good
2025-12-01T06:00:00,PU018,SN018-UTL,Utilization,94.5,pct,Good
2025-12-01T12:00:00,PU018,SN018-THR,Throughput,144,kbd,Good
2025-12-01T12:00:00,PU018,SN018-FDR,FeedRate,164.9,kbd,Good
2025-12-01T12:00:00,PU018,SN018-TMP,UnitTemp,448.1,degC,Good
2025-12-01T12:00:00,PU018,SN018-UTL,Utilization,82.5,pct,Good
2025-12-01T18:00:00,PU018,SN018-THR,Throughput,171.4,kbd,Good
2025-12-01T18:00:00,PU018,SN018-FDR,FeedRate,188,kbd,Good
2025-12-01T18:00:00,PU018,SN018-TMP,UnitTemp,478.1,degC,Good
2025-12-01T18:00:00,PU018,SN018-UTL,Utilization,94,pct,Good
2025-12-01T06:00:00,PU019,SN019-THR,Throughput,69.5,kbd,Good
2025-12-01T06:00:00,PU019,SN019-FDR,FeedRate,74.5,kbd,Good
2025-12-01T06:00:00,PU019,SN019-TMP,UnitTemp,430.5,degC,Good
2025-12-01T06:00:00,PU019,SN019-UTL,Utilization,78.5,pct,Good
2025-12-01T12:00:00,PU019,SN019-THR,Throughput,59.9,kbd,Good
2025-12-01T12:00:00,PU019,SN019-FDR,FeedRate,63.8,kbd,Good
2025-12-01T12:00:00,PU019,SN019-TMP,UnitTemp,437.8,degC,Good
2025-12-01T12:00:00,PU019,SN019-UTL,Utilization,67.2,pct,Good
2025-12-01T18:00:00,PU019,SN019-THR,Throughput,73.1,kbd,Good
2025-12-01T18:00:00,PU019,SN019-FDR,FeedRate,86,kbd,Good
2025-12-01T18:00:00,PU019,SN019-TMP,UnitTemp,449.3,degC,Good
2025-12-01T18:00:00,PU019,SN019-UTL,Utilization,90.6,pct,Good
2025-12-01T06:00:00,PU020,SN020-THR,Throughput,86.3,kbd,Good
2025-12-01T06:00:00,PU020,SN020-FDR,FeedRate,98,kbd,Good
2025-12-01T06:00:00,PU020,SN020-TMP,UnitTemp,424.1,degC,Good
2025-12-01T06:00:00,PU020,SN020-UTL,Utilization,63.2,pct,Good
2025-12-01T12:00:00,PU020,SN020-THR,Throughput,108.5,kbd,Good
2025-12-01T12:00:00,PU020,SN020-FDR,FeedRate,129.3,kbd,Good
2025-12-01T12:00:00,PU020,SN020-TMP,UnitTemp,440.5,degC,Good
2025-12-01T12:00:00,PU020,SN020-UTL,Utilization,83.4,pct,Good
2025-12-01T18:00:00,PU020,SN020-THR,Throughput,106.3,kbd,Good
2025-12-01T18:00:00,PU020,SN020-FDR,FeedRate,118.6,kbd,Good
2025-12-01T18:00:00,PU020,SN020-TMP,UnitTemp,421.8,degC,Good
2025-12-01T18:00:00,PU020,SN020-UTL,Utilization,76.5,pct,Good
2025-12-01T06:00:00,PU021,SN021-THR,Throughput,42.5,kbd,Good
2025-12-01T06:00:00,PU021,SN021-FDR,FeedRate,51,kbd,Good
2025-12-01T06:00:00,PU021,SN021-TMP,UnitTemp,403.8,degC,Good
2025-12-01T06:00:00,PU021,SN021-UTL,Utilization,63.7,pct,Good
2025-12-01T12:00:00,PU021,SN021-THR,Throughput,45.5,kbd,Good
2025-12-01T12:00:00,PU021,SN021-FDR,FeedRate,53.6,kbd,Good
2025-12-01T12:00:00,PU021,SN021-TMP,UnitTemp,430.3,degC,Good
2025-12-01T12:00:00,PU021,SN021-UTL,Utilization,67,pct,Good
2025-12-01T18:00:00,PU021,SN021-THR,Throughput,42,kbd,Good
2025-12-01T18:00:00,PU021,SN021-FDR,FeedRate,50.9,kbd,Good
2025-12-01T18:00:00,PU021,SN021-TMP,UnitTemp,440.8,degC,Good
2025-12-01T18:00:00,PU021,SN021-UTL,Utilization,63.7,pct,Good
2025-12-01T06:00:00,PU022,SN022-THR,Throughput,165,kbd,Good
2025-12-01T06:00:00,PU022,SN022-FDR,FeedRate,191.6,kbd,Good
2025-12-01T06:00:00,PU022,SN022-TMP,UnitTemp,442,degC,Good
2025-12-01T06:00:00,PU022,SN022-UTL,Utilization,79.8,pct,Good
2025-12-01T12:00:00,PU022,SN022-THR,Throughput,184.4,kbd,Good
2025-12-01T12:00:00,PU022,SN022-FDR,FeedRate,192.3,kbd,Good
2025-12-01T12:00:00,PU022,SN022-TMP,UnitTemp,447.5,degC,Good
2025-12-01T12:00:00,PU022,SN022-UTL,Utilization,80.1,pct,Good
2025-12-01T18:00:00,PU022,SN022-THR,Throughput,151,kbd,Good
2025-12-01T18:00:00,PU022,SN022-FDR,FeedRate,170.8,kbd,Good
2025-12-01T18:00:00,PU022,SN022-TMP,UnitTemp,419.9,degC,Good
2025-12-01T18:00:00,PU022,SN022-UTL,Utilization,71.2,pct,Good
2025-12-01T06:00:00,PU023,SN023-THR,Throughput,73.6,kbd,Good
2025-12-01T06:00:00,PU023,SN023-FDR,FeedRate,82.2,kbd,Good
2025-12-01T06:00:00,PU023,SN023-TMP,UnitTemp,419.2,degC,Good
2025-12-01T06:00:00,PU023,SN023-UTL,Utilization,74.7,pct,Good
2025-12-01T12:00:00,PU023,SN023-THR,Throughput,81.2,kbd,Good
2025-12-01T12:00:00,PU023,SN023-FDR,FeedRate,87.3,kbd,Good
2025-12-01T12:00:00,PU023,SN023-TMP,UnitTemp,445.6,degC,Good
2025-12-01T12:00:00,PU023,SN023-UTL,Utilization,79.3,pct,Good
2025-12-01T18:00:00,PU023,SN023-THR,Throughput,73.1,kbd,Good
2025-12-01T18:00:00,PU023,SN023-FDR,FeedRate,88.4,kbd,Good
2025-12-01T18:00:00,PU023,SN023-TMP,UnitTemp,447.9,degC,Good
2025-12-01T18:00:00,PU023,SN023-UTL,Utilization,80.3,pct,Good
2025-12-01T06:00:00,PU024,SN024-THR,Throughput,49.1,kbd,Good
2025-12-01T06:00:00,PU024,SN024-FDR,FeedRate,56.1,kbd,Good
2025-12-01T06:00:00,PU024,SN024-TMP,UnitTemp,440.5,degC,Good
2025-12-01T06:00:00,PU024,SN024-UTL,Utilization,66,pct,Good
2025-12-01T12:00:00,PU024,SN024-THR,Throughput,49.4,kbd,Good
2025-12-01T12:00:00,PU024,SN024-FDR,FeedRate,58.5,kbd,Good
2025-12-01T12:00:00,PU024,SN024-TMP,UnitTemp,436.7,degC,Good
2025-12-01T12:00:00,PU024,SN024-UTL,Utilization,68.8,pct,Good
2025-12-01T18:00:00,PU024,SN024-THR,Throughput,59.9,kbd,Good
2025-12-01T18:00:00,PU024,SN024-FDR,FeedRate,63.7,kbd,Good
2025-12-01T18:00:00,PU024,SN024-TMP,UnitTemp,434.3,degC,Good
2025-12-01T18:00:00,PU024,SN024-UTL,Utilization,74.9,pct,Good
